run_id,model_name,model_version,start_time,end_time,total_images,successful_detections,failed_detections,avg_processing_time,total_processing_time,avg_cpu_usage,max_cpu_usage,avg_memory_usage,max_memory_usage,avg_gpu_usage,max_gpu_usage,status,error_message,config_json
10df530b-ac2b-46c2-aa13-8b0abcd19259,Ultralytics YOLO,v8,1757965719.1994052,1757965720.23159,5,5,0,0.09030108451843262,1.0321810245513916,22.55,45.1,27.15,27.4,0.0,0.0,completed,,"{""run_name"": ""test_ultralytics_20250915_214835"", ""job_id"": null, ""script_args"": {""model"": ""ultralytics"", ""db_host"": ""localhost"", ""db_user"": ""aiuser"", ""db_password"": ""DHBW1234!?"", ""db_name"": ""ai_detection"", ""data_dir"": ""/blob"", ""max_images"": 5, ""classifications"": null, ""no_randomize"": false, ""csv_export_dir"": ""./csv_exports"", ""no_csv_export"": false, ""confidence_threshold"": 0.5, ""yolo_model_path"": ""yolov8n.pt"", ""deepface_backend"": ""opencv"", ""gemma_model"": ""llava-hf/llava-1.5-7b-hf"", ""ollama_model"": ""gemma3:4b"", ""ollama_host"": ""http://localhost:11434"", ""run_name"": ""test_ultralytics_20250915_214835"", ""job_id"": null, ""verbose"": false, ""dry_run"": false}, ""confidence_threshold"": 0.5}"
